task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
3102,Analyze user activity data,Frank,Mobile,High,In Progress,2025-05-09,2025-05-20,2,,"integration, alert",11,5,Friday,1
3103,Analyze user activity data,Hannah,Frontend,Medium,Pending,2025-05-07,2025-05-18,9,,optimization,11,5,Wednesday,1
3104,Implement search functionality,Eve,DevOps,Medium,Completed,2025-04-30,2025-05-16,8,1.0,"db, deployment",16,4,Wednesday,0
3105,Enhance security for API,Grace,QA,Medium,Completed,2025-08-09,2025-08-19,11,3.0,api,10,8,Saturday,0
3106,Prepare deployment scripts,Hannah,Data,High,In Progress,2025-09-16,2025-10-06,12,,"backend, dashboard, frontend",20,9,Tuesday,1
3107,Implement search functionality,Eve,Backend,Medium,In Progress,2025-06-13,2025-07-02,6,,"feedback, dashboard",19,6,Friday,1
3108,Create marketing landing page,Frank,Mobile,High,In Progress,2025-08-29,2025-09-17,13,,"feedback, optimization",19,8,Friday,1
3109,Implement user authentication API,Grace,Frontend,High,Pending,2025-10-12,2025-10-30,16,,api,18,10,Sunday,1
3110,Setup project database,Alice,QA,Medium,In Progress,2025-05-21,2025-06-04,10,,"backend, design, api",14,5,Wednesday,1
3111,Integrate payment gateway,Frank,QA,Medium,In Progress,2025-07-21,2025-08-11,7,,optimization,21,7,Monday,1
3112,Setup CI/CD pipeline,Eve,QA,Medium,In Progress,2025-08-16,2025-08-25,2,,"deployment, testing",9,8,Saturday,1
3113,Prepare deployment scripts,Alice,DevOps,Medium,In Progress,2025-07-03,2025-07-04,9,,"setup, payment, backend",1,7,Thursday,1
3114,Deploy application to staging,Hannah,Mobile,Medium,In Progress,2025-07-30,2025-08-20,8,,"optimization, feedback, payment",21,7,Wednesday,1
3115,Enhance security for API,David,DevOps,Low,In Progress,2025-05-21,2025-06-07,6,,alert,17,5,Wednesday,1
3116,Write unit tests for backend,Frank,QA,High,Completed,2025-09-04,2025-09-08,5,3.0,"testing, frontend",4,9,Thursday,0
3117,Conduct code review,Frank,QA,High,Pending,2025-07-01,2025-07-08,15,,"api, testing",7,7,Tuesday,1
3118,Implement search functionality,David,QA,High,In Progress,2025-04-30,2025-05-04,10,,feedback,4,4,Wednesday,1
3119,Design login page,David,Backend,Low,Pending,2025-07-05,2025-07-19,5,,"db, alert, backend",14,7,Saturday,1
3120,Prepare deployment scripts,Frank,Backend,High,Pending,2025-07-13,2025-08-02,9,,"dashboard, design",20,7,Sunday,1
3121,Conduct code review,Carol,UI/UX,Low,Pending,2025-05-29,2025-06-11,10,,"frontend, payment",13,5,Thursday,1
3122,Optimize database queries,Alice,Mobile,Medium,In Progress,2025-08-29,2025-09-17,15,,"api, integration, feedback",19,8,Friday,1
3123,Collect user feedback,Grace,UI/UX,Medium,Completed,2025-07-18,2025-08-04,1,1.0,"optimization, deployment",17,7,Friday,0
3124,Update mobile app UI,Grace,Data,Medium,In Progress,2025-07-21,2025-07-25,2,,"deployment, db, testing",4,7,Monday,1
3125,Design login page,Bob,UI/UX,High,In Progress,2025-09-02,2025-09-20,1,,"payment, alert",18,9,Tuesday,1
3126,Integrate payment gateway,Hannah,Frontend,High,In Progress,2025-09-30,2025-10-05,13,,"deployment, alert",5,9,Tuesday,1
3127,Setup CI/CD pipeline,Bob,Mobile,Medium,Completed,2025-08-12,2025-08-22,9,2.0,"feedback, payment",10,8,Tuesday,0
3128,Create dashboard UI,Grace,Frontend,Medium,Pending,2025-08-17,2025-08-25,1,,"optimization, integration, frontend",8,8,Sunday,1
3129,Setup CI/CD pipeline,David,DevOps,High,Pending,2025-06-30,2025-07-01,5,,"design, feedback",1,6,Monday,1
3130,Optimize database queries,Eve,DevOps,Medium,Completed,2025-08-31,2025-09-04,7,1.0,design,4,8,Sunday,0
3131,Integrate payment gateway,Frank,Data,Medium,Pending,2025-06-29,2025-07-02,16,,"setup, frontend, db",3,6,Sunday,1
3132,Enhance security for API,Hannah,Backend,Medium,In Progress,2025-05-16,2025-05-26,6,,"payment, design",10,5,Friday,1
3133,Prepare deployment scripts,Hannah,Data,Low,In Progress,2025-07-04,2025-07-15,16,,"db, optimization",11,7,Friday,1
3134,Update mobile app UI,David,Backend,Medium,Pending,2025-04-19,2025-05-06,12,,integration,17,4,Saturday,1
3135,Analyze user activity data,Eve,DevOps,Medium,Pending,2025-08-26,2025-08-31,14,,deployment,5,8,Tuesday,1
3136,Implement search functionality,Eve,Mobile,Low,In Progress,2025-06-02,2025-06-05,2,,"setup, feedback",3,6,Monday,1
3137,Implement search functionality,Alice,Frontend,High,Pending,2025-08-23,2025-09-12,14,,"deployment, testing, optimization",20,8,Saturday,1
3138,Fix bug in login module,Bob,Data,Medium,Pending,2025-06-04,2025-06-07,15,,"integration, frontend",3,6,Wednesday,1
3139,Create dashboard UI,Frank,UI/UX,High,In Progress,2025-09-05,2025-09-16,14,,"optimization, api",11,9,Friday,1
3140,Develop notification system,Eve,QA,Medium,Pending,2025-10-06,2025-10-13,16,,"design, alert, setup",7,10,Monday,1
3141,Optimize database queries,David,QA,Medium,In Progress,2025-06-14,2025-06-23,13,,"frontend, testing",9,6,Saturday,1
3142,Update mobile app UI,Eve,Mobile,Medium,In Progress,2025-09-20,2025-10-06,16,,"alert, frontend",16,9,Saturday,1
3143,Prepare deployment scripts,Bob,Data,Low,Completed,2025-06-28,2025-07-17,6,1.0,"api, payment, backend",19,6,Saturday,0
3144,Integrate payment gateway,Grace,Frontend,Low,Completed,2025-10-01,2025-10-22,1,1.0,"db, optimization",21,10,Wednesday,0
3145,Improve page load performance,Frank,Data,Medium,Pending,2025-09-08,2025-09-18,5,,"frontend, integration, optimization",10,9,Monday,1
3146,Conduct code review,Bob,QA,Low,In Progress,2025-08-07,2025-08-26,16,,backend,19,8,Thursday,1
3147,Setup CI/CD pipeline,Eve,Frontend,Medium,Completed,2025-04-23,2025-04-28,3,3.0,"integration, payment, api",5,4,Wednesday,0
3148,Deploy application to staging,Alice,UI/UX,Medium,Pending,2025-05-27,2025-05-29,7,,"feedback, api",2,5,Tuesday,1
3149,Update mobile app UI,Frank,Data,Medium,In Progress,2025-07-10,2025-07-29,16,,"backend, api, optimization",19,7,Thursday,1
3150,Integrate payment gateway,Alice,Data,Medium,Pending,2025-05-21,2025-05-29,11,,"frontend, alert, backend",8,5,Wednesday,1
3151,Optimize database queries,David,Data,Medium,Completed,2025-04-25,2025-05-06,7,2.0,"testing, integration, api",11,4,Friday,0
3152,Fix bug in login module,Hannah,QA,Medium,Completed,2025-05-04,2025-05-20,3,3.0,alert,16,5,Sunday,0
3153,Setup project database,Eve,DevOps,High,In Progress,2025-07-20,2025-07-31,6,,alert,11,7,Sunday,1
3154,Collect user feedback,Hannah,QA,Medium,Pending,2025-05-09,2025-05-22,7,,"integration, api, payment",13,5,Friday,1
3155,Integrate payment gateway,Grace,DevOps,Medium,Pending,2025-08-06,2025-08-08,14,,"frontend, optimization, integration",2,8,Wednesday,1
3156,Collect user feedback,Carol,QA,Low,Pending,2025-09-05,2025-09-10,16,,optimization,5,9,Friday,1
3157,Implement search functionality,Frank,DevOps,Medium,Pending,2025-07-23,2025-08-01,4,,"frontend, api, integration",9,7,Wednesday,1
3158,Implement user authentication API,David,Backend,Medium,Pending,2025-10-03,2025-10-22,11,,api,19,10,Friday,1
3159,Setup project database,David,Backend,Medium,Pending,2025-07-13,2025-07-18,4,,dashboard,5,7,Sunday,1
3160,Integrate payment gateway,Grace,Frontend,Medium,In Progress,2025-04-25,2025-05-13,8,,"backend, payment, db",18,4,Friday,1
3161,Create marketing landing page,David,Backend,Medium,In Progress,2025-05-28,2025-06-11,7,,"payment, deployment",14,5,Wednesday,1
3162,Optimize database queries,Frank,UI/UX,Low,In Progress,2025-09-18,2025-09-25,1,,"setup, db, deployment",7,9,Thursday,1
3163,Create dashboard UI,Hannah,Data,High,In Progress,2025-07-23,2025-07-26,5,,db,3,7,Wednesday,1
3164,Conduct code review,Carol,QA,Medium,In Progress,2025-10-02,2025-10-06,3,,"alert, feedback, optimization",4,10,Thursday,1
3165,Design login page,Bob,Frontend,High,Completed,2025-04-23,2025-04-30,9,2.0,"deployment, setup",7,4,Wednesday,0
3166,Improve page load performance,Bob,Mobile,Medium,Completed,2025-04-28,2025-05-07,1,1.0,"integration, frontend",9,4,Monday,0
3167,Setup project database,Alice,Backend,Medium,Pending,2025-08-21,2025-08-25,14,,"feedback, alert, backend",4,8,Thursday,1
3168,Create marketing landing page,Hannah,Mobile,Medium,Pending,2025-08-07,2025-08-27,16,,"feedback, backend, deployment",20,8,Thursday,1
3169,Create marketing landing page,Carol,Data,Medium,Pending,2025-06-05,2025-06-23,5,,"deployment, dashboard",18,6,Thursday,1
3170,Prepare deployment scripts,Bob,Data,Medium,Pending,2025-08-05,2025-08-17,5,,setup,12,8,Tuesday,1
3171,Deploy application to staging,Frank,Mobile,Medium,In Progress,2025-08-04,2025-08-17,10,,"alert, setup",13,8,Monday,1
3172,Optimize database queries,David,Data,High,In Progress,2025-10-03,2025-10-13,15,,"testing, payment, design",10,10,Friday,1
3173,Implement user authentication API,Grace,DevOps,High,In Progress,2025-07-29,2025-08-04,9,,"db, dashboard",6,7,Tuesday,1
3174,Write unit tests for backend,Eve,Frontend,High,Pending,2025-07-26,2025-08-16,5,,payment,21,7,Saturday,1
3175,Implement user authentication API,Carol,Mobile,Medium,In Progress,2025-05-19,2025-05-20,3,,"deployment, db, feedback",1,5,Monday,1
3176,Setup project database,Carol,UI/UX,Medium,In Progress,2025-05-24,2025-06-05,10,,"feedback, deployment, payment",12,5,Saturday,1
3177,Develop notification system,Eve,Mobile,Low,In Progress,2025-07-28,2025-08-04,11,,"backend, frontend",7,7,Monday,1
3178,Develop notification system,Alice,Data,Medium,Completed,2025-06-26,2025-07-17,4,4.0,"testing, deployment",21,6,Thursday,0
3179,Create marketing landing page,Grace,UI/UX,Medium,Completed,2025-07-27,2025-08-13,9,8.0,dashboard,17,7,Sunday,0
3180,Fix bug in login module,Hannah,UI/UX,Medium,In Progress,2025-05-14,2025-05-28,4,,"alert, deployment",14,5,Wednesday,1
3181,Optimize database queries,David,QA,High,In Progress,2025-04-27,2025-05-06,7,,"frontend, design",9,4,Sunday,1
3182,Setup project database,Hannah,Mobile,Medium,In Progress,2025-07-05,2025-07-08,5,,"integration, design, alert",3,7,Saturday,1
3183,Setup CI/CD pipeline,Carol,Backend,Low,In Progress,2025-10-03,2025-10-11,10,,"deployment, alert",8,10,Friday,1
3184,Design login page,David,UI/UX,Low,In Progress,2025-06-28,2025-07-10,4,,testing,12,6,Saturday,1
3185,Implement search functionality,Grace,QA,High,Completed,2025-08-25,2025-09-10,9,1.0,frontend,16,8,Monday,0
3186,Implement user authentication API,Bob,DevOps,Low,In Progress,2025-06-18,2025-07-08,10,,deployment,20,6,Wednesday,1
3187,Conduct code review,Grace,Backend,Medium,Pending,2025-04-23,2025-04-29,13,,setup,6,4,Wednesday,1
3188,Enhance security for API,Bob,DevOps,Medium,Pending,2025-06-06,2025-06-16,15,,api,10,6,Friday,1
3189,Deploy application to staging,David,DevOps,Medium,In Progress,2025-04-29,2025-05-03,2,,testing,4,4,Tuesday,1
3190,Implement user authentication API,Eve,Backend,Low,In Progress,2025-09-06,2025-09-23,6,,"feedback, api, alert",17,9,Saturday,1
3191,Setup project database,David,Data,Low,Pending,2025-06-26,2025-07-05,4,,feedback,9,6,Thursday,1
3192,Implement search functionality,Carol,DevOps,Medium,Pending,2025-05-01,2025-05-22,16,,design,21,5,Thursday,1
3193,Update mobile app UI,Alice,UI/UX,Medium,In Progress,2025-07-14,2025-07-27,7,,"backend, alert",13,7,Monday,1
3194,Write unit tests for backend,Alice,QA,High,Completed,2025-08-27,2025-09-13,8,7.0,"backend, frontend",17,8,Wednesday,0
3195,Design login page,Bob,Backend,High,Pending,2025-06-04,2025-06-11,12,,optimization,7,6,Wednesday,1
3196,Integrate payment gateway,Bob,UI/UX,High,In Progress,2025-09-29,2025-10-17,1,,"backend, feedback, alert",18,9,Monday,1
3197,Enhance security for API,Alice,Data,High,Completed,2025-08-22,2025-09-11,9,7.0,"alert, payment",20,8,Friday,0
3198,Collect user feedback,Alice,Backend,High,In Progress,2025-06-05,2025-06-20,2,,db,15,6,Thursday,1
3199,Prepare deployment scripts,Alice,Data,Medium,Completed,2025-06-23,2025-07-08,6,3.0,setup,15,6,Monday,0
3200,Fix bug in login module,Hannah,Frontend,Low,Pending,2025-06-20,2025-07-03,15,,"deployment, optimization",13,6,Friday,1
3201,Implement user authentication API,Grace,Mobile,Low,In Progress,2025-05-30,2025-06-13,6,,"payment, api, testing",14,5,Friday,1
3202,Prepare deployment scripts,Frank,DevOps,High,Pending,2025-07-23,2025-08-05,13,,backend,13,7,Wednesday,1
3203,Setup CI/CD pipeline,Carol,Backend,Medium,Pending,2025-07-16,2025-07-26,1,,feedback,10,7,Wednesday,1
3204,Conduct code review,Grace,Mobile,High,Pending,2025-06-10,2025-06-27,2,,frontend,17,6,Tuesday,1
3205,Implement search functionality,Eve,Backend,Medium,Pending,2025-08-10,2025-08-29,8,,"db, api, testing",19,8,Sunday,1
3206,Prepare deployment scripts,Hannah,QA,High,Pending,2025-09-24,2025-09-27,7,,"backend, payment",3,9,Wednesday,1
3207,Integrate payment gateway,Frank,QA,High,Pending,2025-06-01,2025-06-15,6,,testing,14,6,Sunday,1
3208,Design login page,Bob,Frontend,Medium,Pending,2025-06-12,2025-06-22,3,,"deployment, feedback, frontend",10,6,Thursday,1
3209,Create marketing landing page,Eve,DevOps,High,Completed,2025-10-07,2025-10-21,14,7.0,feedback,14,10,Tuesday,0
3210,Implement search functionality,Frank,Frontend,Medium,In Progress,2025-05-04,2025-05-12,2,,"optimization, db, integration",8,5,Sunday,1
3211,Create marketing landing page,Carol,UI/UX,High,Completed,2025-06-19,2025-07-04,9,2.0,frontend,15,6,Thursday,0
3212,Write unit tests for backend,Eve,Data,High,Completed,2025-08-29,2025-09-05,16,16.0,"backend, deployment",7,8,Friday,0
3213,Conduct code review,Grace,Mobile,Medium,Pending,2025-05-20,2025-06-09,4,,feedback,20,5,Tuesday,1
3214,Update mobile app UI,Frank,Backend,Medium,Completed,2025-09-04,2025-09-25,7,1.0,"payment, deployment, feedback",21,9,Thursday,0
3215,Develop notification system,Grace,DevOps,Medium,In Progress,2025-06-09,2025-06-27,14,,alert,18,6,Monday,1
3216,Analyze user activity data,Eve,Backend,Medium,Pending,2025-04-30,2025-05-17,11,,setup,17,4,Wednesday,1
3217,Improve page load performance,Alice,Backend,Low,Pending,2025-10-11,2025-10-17,7,,"payment, db",6,10,Saturday,1
3218,Develop notification system,Bob,Frontend,High,Completed,2025-04-24,2025-04-28,8,2.0,"testing, alert, api",4,4,Thursday,0
3219,Create marketing landing page,Hannah,UI/UX,Low,Pending,2025-04-30,2025-05-14,4,,integration,14,4,Wednesday,1
3220,Setup CI/CD pipeline,Grace,DevOps,Medium,Pending,2025-08-25,2025-09-13,1,,"feedback, integration",19,8,Monday,1
3221,Design login page,Eve,Mobile,Low,Pending,2025-08-02,2025-08-22,6,,db,20,8,Saturday,1
3222,Deploy application to staging,Eve,Backend,Medium,Pending,2025-10-10,2025-10-11,5,,integration,1,10,Friday,1
3223,Optimize database queries,Frank,Mobile,Medium,Pending,2025-06-12,2025-06-25,9,,api,13,6,Thursday,1
3224,Write unit tests for backend,Alice,Backend,Low,Pending,2025-08-23,2025-08-27,10,,deployment,4,8,Saturday,1
3225,Create dashboard UI,Bob,UI/UX,Medium,In Progress,2025-09-17,2025-09-28,11,,"frontend, alert",11,9,Wednesday,1
3226,Develop notification system,Bob,Frontend,High,Pending,2025-05-02,2025-05-04,16,,"db, integration, design",2,5,Friday,1
3227,Design login page,Bob,UI/UX,Medium,In Progress,2025-05-19,2025-05-22,7,,"dashboard, payment",3,5,Monday,1
3228,Develop notification system,Bob,UI/UX,Medium,Completed,2025-05-14,2025-05-28,1,1.0,feedback,14,5,Wednesday,0
3229,Prepare deployment scripts,Bob,Data,Medium,In Progress,2025-09-12,2025-09-21,8,,"setup, dashboard",9,9,Friday,1
3230,Implement search functionality,Bob,Data,High,In Progress,2025-04-30,2025-05-19,5,,integration,19,4,Wednesday,1
3231,Write unit tests for backend,David,QA,Low,Completed,2025-08-12,2025-08-26,10,8.0,dashboard,14,8,Tuesday,0
3232,Collect user feedback,Bob,Backend,Medium,In Progress,2025-05-16,2025-05-27,7,,"payment, db",11,5,Friday,1
3233,Implement search functionality,Hannah,UI/UX,Medium,In Progress,2025-08-28,2025-09-10,4,,"testing, api, payment",13,8,Thursday,1
3234,Implement user authentication API,Carol,QA,Medium,Pending,2025-09-09,2025-09-18,3,,design,9,9,Tuesday,1
3235,Analyze user activity data,Bob,Data,Low,In Progress,2025-10-09,2025-10-28,14,,"feedback, design",19,10,Thursday,1
3236,Create dashboard UI,Grace,Frontend,High,Pending,2025-06-11,2025-06-19,2,,"integration, setup",8,6,Wednesday,1
3237,Enhance security for API,Alice,Backend,Medium,Pending,2025-09-02,2025-09-07,3,,api,5,9,Tuesday,1
3238,Integrate payment gateway,Frank,Backend,Low,Pending,2025-09-19,2025-09-21,6,,"dashboard, design",2,9,Friday,1
3239,Update mobile app UI,David,QA,Medium,Completed,2025-06-03,2025-06-22,10,2.0,"alert, db",19,6,Tuesday,0
3240,Create marketing landing page,Frank,UI/UX,Medium,Pending,2025-05-24,2025-05-26,14,,"optimization, design",2,5,Saturday,1
3241,Optimize database queries,Frank,UI/UX,High,Pending,2025-05-12,2025-05-13,15,,dashboard,1,5,Monday,1
3242,Enhance security for API,Alice,QA,High,Pending,2025-09-19,2025-09-30,6,,"deployment, dashboard",11,9,Friday,1
3243,Update mobile app UI,Carol,UI/UX,High,In Progress,2025-09-21,2025-09-28,10,,frontend,7,9,Sunday,1
3244,Update mobile app UI,Eve,DevOps,Medium,Pending,2025-07-01,2025-07-12,1,,"setup, api, testing",11,7,Tuesday,1
3245,Update mobile app UI,Frank,DevOps,Medium,Completed,2025-05-30,2025-06-17,7,3.0,"feedback, testing",18,5,Friday,0
3246,Improve page load performance,Alice,UI/UX,Medium,In Progress,2025-09-11,2025-09-18,1,,"integration, deployment",7,9,Thursday,1
3247,Improve page load performance,Hannah,Frontend,High,In Progress,2025-06-06,2025-06-22,16,,testing,16,6,Friday,1
3248,Analyze user activity data,Hannah,Data,Medium,Completed,2025-05-15,2025-06-02,12,10.0,"setup, dashboard",18,5,Thursday,0
3249,Create marketing landing page,Bob,Data,Medium,In Progress,2025-06-07,2025-06-25,2,,payment,18,6,Saturday,1
3250,Develop notification system,Frank,QA,High,Pending,2025-06-06,2025-06-23,1,,"frontend, db",17,6,Friday,1
3251,Create marketing landing page,Grace,UI/UX,Low,Completed,2025-07-23,2025-07-26,4,2.0,"dashboard, alert, feedback",3,7,Wednesday,0
3252,Create marketing landing page,Carol,Data,Medium,Pending,2025-06-03,2025-06-10,5,,"design, deployment, api",7,6,Tuesday,1
3253,Create marketing landing page,Bob,Frontend,Medium,In Progress,2025-07-02,2025-07-17,13,,backend,15,7,Wednesday,1
3254,Fix bug in login module,David,QA,Low,Pending,2025-07-24,2025-07-31,11,,alert,7,7,Thursday,1
3255,Fix bug in login module,Grace,Data,High,Pending,2025-09-02,2025-09-13,3,,"feedback, frontend, api",11,9,Tuesday,1
3256,Create dashboard UI,David,QA,Medium,In Progress,2025-04-24,2025-04-27,16,,payment,3,4,Thursday,1
3257,Setup CI/CD pipeline,Bob,DevOps,Medium,Pending,2025-06-28,2025-06-29,5,,optimization,1,6,Saturday,1
3258,Fix bug in login module,Alice,Mobile,Medium,Pending,2025-08-12,2025-08-15,15,,"db, frontend",3,8,Tuesday,1
3259,Improve page load performance,Alice,DevOps,Low,Completed,2025-09-10,2025-09-25,8,7.0,"frontend, integration",15,9,Wednesday,0
3260,Analyze user activity data,Frank,Frontend,Low,Pending,2025-08-14,2025-08-25,3,,"api, setup",11,8,Thursday,1
3261,Prepare deployment scripts,Grace,UI/UX,Medium,In Progress,2025-05-03,2025-05-13,6,,"api, design",10,5,Saturday,1
3262,Create marketing landing page,Bob,QA,Medium,In Progress,2025-10-13,2025-10-14,8,,"feedback, api, setup",1,10,Monday,1
3263,Design login page,Eve,Frontend,Low,Pending,2025-05-17,2025-05-21,2,,frontend,4,5,Saturday,1
3264,Fix bug in login module,Eve,UI/UX,Medium,Pending,2025-08-28,2025-09-01,15,,frontend,4,8,Thursday,1
